銘柄コード,上場区分,銘柄,株価,社名,英文社名,業種,代表者,決算,資本金,住所,電話番号(IR),上場市場,上場年月日,単元株数
6625,東証スタンダード,ＪＡＬＣＯホールディングス,302.0,ＪＡＬＣＯホールディングス,JALCO Holdings Inc.,不動産業,田辺　順一,3月,"6,449,681千円",東京都中央区日本橋２丁目１６番１１号,03-3274-5240,東証スタンダード,2011年10月3日,100株
6626,東証スタンダード,ＳＥＭＩＴＥＣ,1774.0,ＳＥＭＩＴＥＣ,SEMITEC Corporation,電気機器,石塚　大助,3月,"773,027千円",東京都墨田区錦糸一丁目７番７号,03-3621-1155,東証スタンダード,2011年6月29日,100株
6627,東証スタンダード,テラプローブ,3150.0,テラプローブ,"Tera Probe,Inc.",電気機器,横山　毅,12月,"11,823,312千円",神奈川県横浜市港北区新横浜二丁目７番１７号,045-476-5711,東証スタンダード,2010年12月16日,100株
6628,東証JASDAQ（スタンダード）,オンキヨーホームエンターテイメント,---,オンキヨーホームエンターテイメント,ONKYO HOME ENTERTAINMENT CORPORATION,電気機器,大朏　宗徳,3月,"11,740,000千円",大阪府東大阪市川俣１丁目１－４１　ルクスビル,06-6747-9170,東証JASDAQ（スタンダード）,2010年10月1日,100株
6629,東証スタンダード,テクノホライゾン,419.0,テクノホライゾン,"TECHNO HORIZON CO.,LTD.",電気機器,野村　拡伸,3月,"2,500,000千円",愛知県名古屋市南区千竈通２丁目１３番地１,052-823-8551,東証スタンダード,2010年4月1日,100株
6630,東証プライム,ヤーマン,731.0,ヤーマン,YA-MAN LTD.,電気機器,山崎　貴三代,4月,"1,813,796千円",東京都江東区古石場一丁目４番４号,03-5665-7330,東証プライム,2009年12月24日,100株
6632,東証プライム,ＪＶＣケンウッド,1463.0,ＪＶＣケンウッド,JVC KENWOOD Corporation,電気機器,江口　祥一郎,3月,"13,645,000千円",神奈川県横浜市神奈川区守屋町三丁目１２番地,045-444-5232,東証プライム,2008年10月1日,100株
6633,東証スタンダード,Ｃ＆Ｇシステムズ,306.0,Ｃ＆Ｇシステムズ,C&G SYSTEMS INC.,電気機器,塩田　聖一,12月,"500,000千円",東京都品川区東品川二丁目２番２４号,03-6864-0777,東証スタンダード,2007年7月2日,100株
6634,東証スタンダード,ネクスグループ,157.0,ネクスグループ,NCXX Group Inc.,電気機器,石原　直樹,11月,"10,000千円",岩手県花巻市椚ノ目第２地割３２番地１,03-5766-9870,東証スタンダード,2007年6月22日,100株
6635,東証スタンダード,大日光・エンジニアリング,466.0,大日光・エンジニアリング,KK DI-NIKKO ENGINEERING,電気機器,山口　琢也,12月,"1,174,681千円",栃木県日光市根室６９７－１,0288-26-3930,東証スタンダード,2007年3月22日,100株
6636,東証JASDAQ（スタンダード）,ソルガム・ジャパン・ホールディングス,---,ソルガム・ジャパン・ホールディングス,SORGHUM JAPAN HOLDINGS Corp.,電気機器,社長　赤尾　伸悟,---,---,東京都品川区北品川５−９−１５,03-3449-3939,東証JASDAQ（スタンダード）,2007年3月20日,100株
6637,東証スタンダード,寺崎電気産業,2381.0,寺崎電気産業,"TERASAKI ELECTRIC CO.,LTD.",電気機器,寺崎　泰造,3月,"1,236,640千円",大阪府大阪市平野区加美東六丁目１３番４７号,06-6791-2701,東証スタンダード,2007年3月16日,100株
6638,東証プライム,ミマキエンジニアリング,1410.0,ミマキエンジニアリング,"MIMAKI ENGINEERING CO.,LTD.",電気機器,池田　和明,3月,"4,357,456千円",長野県東御市滋野乙２１８２番地３,0268-80-0058,東証プライム,2007年3月15日,100株
6639,東証スタンダード,コンテック,---,コンテック,"CONTEC CO.,LTD.",電気機器,井狩　彰,3月,"1,119,600千円",大阪府大阪市西淀川区姫里三丁目９－３１,06-6472-7130,東証スタンダード,2007年3月14日,100株
6640,東証プライム,Ｉ－ＰＥＸ,2937.0,Ｉ－ＰＥＸ,I-PEX Inc.,電気機器,土山　隆治,12月,"10,968,000千円",京都府京都市伏見区桃山町根来１２番地４,075-611-7155,東証プライム,2006年11月17日,100株
6641,東証プライム,日新電機,---,日新電機,"Nissin Electric Co., Ltd.",電気機器,松下　芳弘,3月,"10,252,000千円",京都府京都市右京区梅津高畝町４７番地,075-864-8315,東証プライム,1949年5月16日,100株
6643,東証スタンダード,戸上電機製作所,3100.0,戸上電機製作所,"Togami Electric Mfg. Co.,Ltd.",電気機器,戸上　信一,3月,"2,899,597千円",佐賀県佐賀市大財北町１番１号,0952-24-4111,東証スタンダード,1961年10月1日,100株
6644,東証プライム,大崎電気工業,755.0,大崎電気工業,"Osaki Electric Co.,Ltd.",電気機器,渡辺　佳英,3月,"7,965,000千円",東京都品川区東五反田二丁目１０番２号,03-3443-7171,東証プライム,1962年1月1日,100株
6645,東証プライム,オムロン,4938.0,オムロン,OMRON CORPORATION,電気機器,辻永　順太,3月,"64,100,000千円",京都府京都市下京区塩小路通堀川東入南不動堂町８０１番地,075-344-7070,東証プライム,1962年4月1日,100株
6646,大証,エナジーサポート,---,エナジーサポート,ENERGYSUPPORTCORPORATION,電気機器,取締役社長　吉村亜東司,---,---,愛知県犬山市字上小針1番地,0568670851,大証,1962年8月1日,1000株
6647,東証スタンダード,森尾電機,1569.0,森尾電機,"MORIO DENKI CO.,LTD.",電気機器,菊地　裕之,3月,"1,048,500千円",東京都葛飾区立石４－３４－１,03-3691-3181,東証スタンダード,1962年9月1日,100株
6648,東証スタンダード,かわでん,2620.0,かわでん,KAWADEN CORPORATION,電気機器,相澤　利雄,3月,"2,124,000千円",山形県南陽市小岩沢２２５番地,03-6433-0135,東証スタンダード,2004年11月25日,100株
6650,東証2部,春日電機,---,春日電機,KASUGA ELECTRIC WORKS LTD.,電気機器,---,---,---,---,---,東証2部,---,100株
6651,東証プライム,日東工業,2873.0,日東工業,NITTO KOGYO CORPORATION,電気機器,黒野　透,3月,"6,578,000千円",愛知県長久手市蟹原２２０１番地,0561-62-3111,東証プライム,1981年1月13日,100株
6652,東証プライム,ＩＤＥＣ,2500.0,ＩＤＥＣ,IDEC CORPORATION,電気機器,舩木　俊之,3月,"10,056,000千円",大阪府大阪市淀川区西宮原２丁目６番６４号,06-6398-2500,東証プライム,1982年11月24日,100株
6653,東証プライム,正興電機製作所,1192.0,正興電機製作所,"SEIKO ELECTRIC CO.,LTD.",電気機器,添田　英俊,12月,"2,607,000千円",福岡県福岡市博多区東光二丁目７番２５号,092-473-8831,東証プライム,1990年10月24日,100株
6654,東証スタンダード,不二電機工業,1046.0,不二電機工業,"FUJI ELECTRIC INDUSTRY CO., LTD.",電気機器,八木　達史,1月,"1,087,250千円",京都府京都市中京区御池通富小路西入る東八幡町５８５番地,075-221-7978,東証スタンダード,1994年6月23日,100株
6655,名証メイン,東洋電機,810.0,東洋電機,TOYO ELECTRIC CORPORATION,電気機器,松尾　昇光,3月,"1,037,085千円",愛知県春日井市味美町２丁目１５６番地,0568-31-4191,名証メイン,1997年1月29日,100株
6656,東証スタンダード,インスペック,721.0,インスペック,inspec Inc.,電気機器,菅原　雅史,4月,"810,462千円",秋田県仙北市角館町雲然荒屋敷７９番地の１,0187-54-1888,東証スタンダード,2006年6月21日,100株
6657,ジ証,ニッポ電機,---,ニッポ電機,NippoElectricCompanyLimited,電気機器,代表取締役社長　金子弘,---,---,神奈川県平塚市宮松町15番23号,0463221946,ジ証,2006年3月20日,100株
6658,東証スタンダード,シライ電子工業,612.0,シライ電子工業,"Shirai Electronics Industrial Co.,Ltd.",電気機器,五藤　学,3月,"366,000千円",京都府京都市南区久世東土川町３６４－１,077-586-1333,東証スタンダード,2006年3月13日,100株
6659,東証スタンダード,メディアリンクス,73.0,メディアリンクス,"MEDIA LINKS CO.,LTD.",電気機器,菅原　司,3月,"2,788,271千円",神奈川県川崎市幸区堀川町５８０－１６,044-589-3440,東証スタンダード,2006年3月9日,100株
6660,札証アンビシャス,インネクスト,---,インネクスト,INNEXTCo.Ltd,電気機器,代表取締役社長　兼ＣＥＯ　那須郁,---,---,東京都品川区西五反田二丁目18番2号,0357596660,札証アンビシャス,2007年2月14日,1株
6661,東証JASDAQ（スタンダード）,オプテックス・エフエー,---,オプテックス・エフエー,OPTEXFACompanyLimited,電気機器,社長　小國　勇,---,---,京都市下京区中堂寺粟田町９１,075-325-2920,東証JASDAQ（スタンダード）,2005年8月31日,100株
6662,東証スタンダード,ユビテック,226.0,ユビテック,"Ubiteq,INC.",電気機器,大内　雅雄,6月,"941,473千円",東京都港区南麻布三丁目２０番１号　Ｄａｉｗａ麻布テラス３Ｆ,03-5447-6731,東証スタンダード,2005年6月14日,100株
6663,東証スタンダード,太洋テクノレックス,277.0,太洋テクノレックス,"TAIYO TECHNOLEX CO.,LTD.",電気機器,細江　正大,12月,"815,198千円",和歌山県和歌山市有本６６１番地,073-431-6311,東証スタンダード,2004年12月2日,100株
6664,東証スタンダード,オプトエレクトロニクス,228.0,オプトエレクトロニクス,"OPTOELECTRONICS CO.,LTD.",電気機器,俵　政美,11月,"942,415千円",埼玉県蕨市塚越４丁目１２番１７号,048-446-1181,東証スタンダード,2004年11月17日,100株
6665,東証1部,エルピーダメモリ,---,エルピーダメモリ,ElpidaMemoryInc.,電気機器,代表取締役社長　坂本幸雄,---,---,東京都中央区八重洲二丁目2番1号,0332811500,東証1部,2004年11月15日,100株
6666,東証スタンダード,リバーエレテック,410.0,リバーエレテック,RIVER ELETEC CORPORATION,電気機器,萩原　義久,3月,"1,681,829千円",山梨県韮崎市富士見ヶ丘２丁目１番１１号,0551-22-1211,東証スタンダード,2004年8月27日,100株
6667,東証マザーズ,シコー,---,シコー,"SHICOHCo.,LTD.",電気機器,代表取締役社長　白木学,---,---,神奈川県大和市中央林間西三丁目9番6号,0462783570,東証マザーズ,2004年8月18日,1株
6668,東証スタンダード,アドテック　プラズマ　テクノロジー,1418.0,アドテック　プラズマ　テクノロジー,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",電気機器,森下　秀法,8月,"835,000千円",広島県福山市引野町五丁目６番１０号,084-945-1359,東証スタンダード,2004年7月26日,100株
6669,東証JASDAQ（スタンダード）,シーシーエス,---,シーシーエス,CCS Inc.,電気機器,社長　大西　浩之,---,---,京都市上京区烏丸通下立売上ル桜鶴円町３７４,075-415-8280,東証JASDAQ（スタンダード）,2004年6月8日,100株
6670,東証スタンダード,ＭＣＪ,1332.0,ＭＣＪ,"MCJ Co., Ltd.",電気機器,高島　勇二,3月,"3,868,000千円",埼玉県春日部市緑町六丁目１４番５３号,03-6739-3403,東証スタンダード,2004年6月1日,100株
6671,ジ証,アーム電子,---,アーム電子,"ARM ELECTRONICS CO.,LTD.",電気機器,---,---,---,---,---,ジ証,---,100株
6672,東証マザーズ,レイテックス,---,レイテックス,RAYTEX CORPORATION,電気機器,高村淳,---,---,東京都多摩市落合一丁目３３番３号,042-338-2844,東証マザーズ,2004年4月22日,100株
6674,東証プライム,ジーエス・ユアサ　コーポレーション,2336.5,ジーエス・ユアサ　コーポレーション,GS Yuasa Corporation,電気機器,阿部　貴志,3月,"52,841,000千円",京都府京都市南区吉祥院西ノ庄猪之馬場町１番地,075-312-1211,東証プライム,2004年4月1日,100株
6675,東証スタンダード,サクサ,2860.0,サクサ,"SAXA, Inc.",電気機器,齋藤　政利,3月,"10,836,000千円",東京都港区白金一丁目１７番３号　ＮＢＦプラチナタワー,03-5791-5511,東証スタンダード,2004年2月2日,100株
6676,東証スタンダード,メルコホールディングス,2121.0,メルコホールディングス,MELCO HOLDINGS INC.,電気機器,牧　寛之,3月,"1,000,000千円",東京都千代田区丸の内一丁目１１番１号　パシフィックセンチュリープレイス丸の内,03-4213-1122,東証スタンダード,2003年10月1日,100株
6677,東証スタンダード,エスケーエレクトロニクス,1945.0,エスケーエレクトロニクス,"SK-Electronics CO.,LTD.",電気機器,石田　昌徳,9月,"4,109,722千円",京都府京都市上京区東堀川通リ一条上ル竪富田町４３６番地の２,075-441-2333,東証スタンダード,2003年9月18日,100株
6678,東証スタンダード,テクノメディカ,1754.0,テクノメディカ,"Techno Medica Co., Ltd.",電気機器,實吉　政知,3月,"1,069,800千円",神奈川県横浜市都筑区仲町台５丁目５番１号,045-948-1961,東証スタンダード,2003年9月17日,100株
6679,ジ証,サイレックス・テクノロジー,---,サイレックス・テクノロジー,silextechnologyInc.,電気機器,取締役　兼代表執行役社長　河野剛,---,---,京都府相楽郡精華町光台二丁目3番地1,0774983781,ジ証,2003年9月12日,1株
6687,東証マザーズ,アルカテル・ルーセント,---,アルカテル・ルーセント,ALCATEL LUCENT,電気機器,---,---,---,---,---,東証マザーズ,---,10株
6694,東証スタンダード,ズーム,637.0,ズーム,ZOOM CORPORATION,電気機器,工藤　俊介,12月,"212,276千円",東京都千代田区神田駿河台４丁目４番地３,03-5297-1001,東証スタンダード,2017年3月28日,100株
6696,東証グロース,トラース・オン・プロダクト,402.0,トラース・オン・プロダクト,TRaaS On Product Inc.,電気機器,藤吉　英彦,1月,"593,175千円",神奈川県横浜市西区北幸２－９－３０横浜西口加藤ビル,045-595-9966,東証グロース,2017年8月9日,100株
6697,東証グロース,テックポイント・インク,2680.0,テックポイント・インク,"Techpoint,Inc.",電気機器,小里　文宏,---,---,---,03-6205-8405,東証グロース,2017年9月29日,100株
6698,東証スタンダード,ヴィスコ・テクノロジーズ,---,ヴィスコ・テクノロジーズ,ViSCO Technologies Corporation,電気機器,足立　秀之,3月,"494,165千円",東京都港区海岸一丁目１１番１号ニューピア竹芝ノースタワー,03-6402-4500,東証スタンダード,2017年12月13日,100株
6699,東証プライム,ダイヤモンドエレクトリックホールディングス,509.0,ダイヤモンドエレクトリックホールディングス,"DIAMOND ELECTRIC HOLDINGS Co.,Ltd.",電気機器,小野　有理,3月,"1,236,000千円",大阪府大阪市淀川区塚本一丁目１５番２７号,06-6302-8211,東証プライム,2018年10月1日,100株
6701,東証プライム,ＮＥＣ,15255.0,日本電気,NEC Corporation,電気機器,森田　隆之,3月,"427,831,000千円",東京都港区芝五丁目７番１号,03-3798-2931,東証プライム,1949年5月16日,100株
6702,東証プライム,富士通,3050.0,富士通,FUJITSU LIMITED,電気機器,時田　隆仁,3月,"325,638,000千円",神奈川県川崎市中原区上小田中４丁目１番１号,044-754-5778,東証プライム,1949年5月16日,100株
6703,東証プライム,沖電気工業,951.0,沖電気工業,"Oki Electric Industry Company, Limited",電気機器,森　孝廣,3月,"44,000,000千円",東京都港区虎ノ門１丁目７番１２号,03-5635-8212,東証プライム,1951年11月22日,100株
6704,東証スタンダード,岩崎通信機,---,岩崎通信機,"IWATSU ELECTRIC CO., LTD.",電気機器,木村　彰吾,3月,"7,882,000千円",東京都杉並区久我山１丁目７番４１号,03-5370-5111,東証スタンダード,1957年3月14日,100株
6706,東証プライム,電気興業,1663.0,電気興業,"Denki Kogyo Company,Limited",電気機器,近藤　忠登史,3月,"8,774,000千円",東京都千代田区丸の内三丁目３番１号,03-3216-1671,東証プライム,1961年10月1日,100株
6707,東証プライム,サンケン電気,5661.0,サンケン電気,"Sanken Electric Co.,Ltd.",電気機器,高橋　広,3月,"20,896,000千円",埼玉県新座市北野三丁目６番３号,048-472-1111,東証プライム,1961年3月1日,100株
6708,東証1部,エプソントヨコム,---,エプソントヨコム,EPSON TOYOCOM CORPORATION,電気機器,---,---,---,---,---,東証1部,---,1000株
6709,東証2部,明星電気,---,明星電気,"MEISEI ELECTRIC CO.,LTD.",電気機器,池山　正隆,3月,"2,996,530千円",群馬県伊勢崎市長沼町２２２３,0270-32-1105,東証2部,1962年6月1日,100株
6715,東証スタンダード,ナカヨ,1063.0,ナカヨ,"NAKAYO, INC.",電気機器,貫井　俊明,3月,"4,909,000千円",群馬県前橋市総社町一丁目３番２号,027-253-1006,東証スタンダード,1974年10月1日,100株
6716,東証JASDAQ（スタンダード）,テクニカル電子,---,テクニカル電子,"TECHNICAL ELECTRON Co.,Ltd.",電気機器,社長　嶋田　浩司,---,---,東京都大田区大森西１−９−１２,03-3762-5151,東証JASDAQ（スタンダード）,1985年11月1日,100株
6717,東証1部,富士通アクセス,---,富士通アクセス,FUJITSU ACCESS LIMITED,電気機器,---,---,---,---,---,東証1部,---,100株
6718,東証プライム,アイホン,2693.0,アイホン,"AIPHONE CO.,LTD",電気機器,鈴木　富雄,3月,"5,388,000千円",愛知県名古屋市中区新栄町一丁目１番　明治安田生命名古屋ビル,052-228-8181,東証プライム,1990年11月5日,100株
6719,東証2部,富士通コンポーネント,---,富士通コンポーネント,FUJITSU COMPONENT LIMITED,電気機器,社長　石坂　宏一,---,---,東京都品川区東品川４−１２−４,03-3450-1601,東証2部,2001年9月14日,100株
6720,東証2部,プリヴェ企業投資ホールディングス,---,プリヴェ企業投資ホールディングス,"PRIVEE INVESTMENT HOLDINGS CO.,LTD.",その他金融業,---,---,---,---,---,東証2部,---,1000株
6721,東証スタンダード,ウインテスト,200.0,ウインテスト,Wintest Corp.,電気機器,姜　輝,12月,"1,627,193千円",神奈川県横浜市西区平沼１丁目２番２４号,045-317-7888,東証スタンダード,2003年9月3日,100株
6722,東証JASDAQ（スタンダード）,エイアンドティー,---,エイアンドティー,A&T Corporation,電気機器,三坂　成隆,12月,"577,610千円",神奈川県藤沢市遠藤２０２３番地１,045-440-5810,東証JASDAQ（スタンダード）,2003年7月30日,100株
6723,東証プライム,ルネサスエレクトロニクス,2023.0,ルネサスエレクトロニクス,Renesas Electronics Corporation,電気機器,柴田　英利,12月,"153,209,000千円",東京都江東区豊洲三丁目２番２４号,03-6773-3002,東証プライム,2003年7月24日,100株
6724,東証プライム,セイコーエプソン,2522.5,セイコーエプソン,SEIKO EPSON CORPORATION,電気機器,小川　恭範,3月,"53,204,000千円",東京都新宿区新宿四丁目１番６号,0266-52-3131,東証プライム,2003年6月24日,100株
6726,東証マザーズ,オー・エイチ・ティー,---,オー・エイチ・ティー,OHT INC.,電気機器,---,---,---,---,---,東証マザーズ,---,1株
6727,東証プライム,ワコム,639.0,ワコム,"Wacom Co.,Ltd.",電気機器,井出　信孝,3月,"4,203,469千円",埼玉県加須市豊野台二丁目５１０番地１,03-5337-6502,東証プライム,2003年4月24日,100株
6728,東証プライム,アルバック,5940.0,アルバック,"ULVAC,Inc.",電気機器,岩下　節生,6月,"20,873,000千円",神奈川県茅ヶ崎市萩園２５００,0467-89-2033,東証プライム,2004年4月20日,100株
6729,ジ証,オンキヨー,---,オンキヨー,ONKYO CORPORATION,電気機器,---,---,---,---,---,ジ証,---,100株
6730,東証スタンダード,アクセル,1263.0,アクセル,AXELL CORPORATION,電気機器,斉藤　昭宏,3月,"1,028,000千円",東京都千代田区外神田四丁目１４番１号,03-5298-1670,東証スタンダード,2002年12月18日,100株
6731,東証スタンダード,ピクセラ,35.0,ピクセラ,PIXELA CORPORATION,電気機器,藤岡　毅,9月,"451,942千円",大阪府大阪市西区立売堀一丁目４番１２号　立売堀スクエア５階,050-1780-3296,東証スタンダード,2002年12月10日,100株
6734,東証スタンダード,ニューテック,1591.0,ニューテック,"Newtech Co., Ltd.",電気機器,早川　広幸,2月,"496,310千円",東京都港区浜松町二丁目７番１９号ＫＤＸ浜松町ビル,03-5777-0888,東証スタンダード,2002年7月24日,100株
6735,東証1部,ディーアンドエムホールディングス,---,ディーアンドエムホールディングス,D&M HOLDINGS INC.,電気機器,---,---,---,---,---,東証1部,---,1000株
6736,東証スタンダード,サン電子,9610.0,サン電子,SUNCORPORATION,電気機器,内海　龍輔,3月,"2,097,606千円",愛知県江南市古知野町朝日２５０,052-756-5981,東証スタンダード,2002年3月20日,100株
6737,東証プライム,ＥＩＺＯ,2164.0,ＥＩＺＯ,EIZO Corporation,電気機器,恵比寿　正樹,3月,"4,425,000千円",石川県白山市下柏野町１５３番地,076-275-4121,東証プライム,2002年3月12日,100株
6738,ジ証,東研,---,東研,"TOHKEN CO.,LTD.",電気機器,春山　安成,---,---,東京都新宿区西新宿二丁目７番１号,03-5325-4321,ジ証,2001年12月21日,1000株
6740,東証プライム,ジャパンディスプレイ,19.0,ジャパンディスプレイ,Japan Display Inc.,電気機器,スコット　キャロン,3月,"100,000千円",東京都港区西新橋三丁目７番１号,03-6732-8100,東証プライム,2014年3月19日,100株
6741,東証プライム,日本信号,899.0,日本信号,"Nippon Signal Company,Limited",電気機器,塚本　英彦,3月,"10,000,000千円",東京都千代田区丸の内一丁目５番１号　新丸の内ビルディング　１３階,03-3217-7200,東証プライム,1949年5月16日,100株
6742,東証プライム,京三製作所,500.0,京三製作所,"Kyosan Electric Manufacturing Co.,Ltd.",電気機器,國澤　良治,3月,"6,270,000千円",神奈川県横浜市鶴見区平安町２丁目２９番地の１,045-503-8106,東証プライム,1949年5月16日,100株
6743,東証スタンダード,大同信号,470.0,大同信号,"Daido Signal Co.,Ltd.",電気機器,浦壁　俊光,3月,"1,500,039千円",東京都港区新橋六丁目１７番１９号,03-3438-4111,東証スタンダード,1962年9月1日,100株
6744,東証プライム,能美防災,2979.0,能美防災,NOHMI BOSAI LTD.,電気機器,岡村　武士,3月,"13,302,000千円",東京都千代田区九段南４－７－３,03-3265-0214,東証プライム,1962年12月1日,100株
6745,東証プライム,ホーチキ,2442.0,ホーチキ,HOCHIKI CORPORATION,電気機器,細井　元,3月,"3,798,000千円",東京都品川区上大崎二丁目１０番４３号,03-3444-4111,東証プライム,1963年7月29日,100株
6747,東証2部,ＫＩホールディングス,---,ＫＩホールディングス,"KI HOLDINGS CO.,LTD.",電気機器,山口　常雄,---,---,神奈川県横浜市戸塚区前田町１００番地,045-822-7101,東証2部,1988年3月1日,100株
6748,東証スタンダード,星和電機,510.0,星和電機,"SEIWA ELECTRIC MFG. CO., LTD.",電気機器,増山　晃章,12月,"3,648,406千円",京都府城陽市寺田新池３６番地,0774-55-8181,東証スタンダード,1989年12月8日,100株
6749,東証1部,マスプロ電工,---,マスプロ電工,MASPRODENKOHCORP.,電気機器,代表取締役社長　端山佳誠,---,---,愛知県日進市浅田町上納80番地,0528022222,東証1部,1991年12月6日,100株
6750,東証プライム,エレコム,1459.0,エレコム,"ELECOM CO.,LTD.",電気機器,石見　浩一,3月,"12,577,000千円",大阪府大阪市中央区伏見町四丁目１番１号,06-6229-2707,東証プライム,2006年11月22日,100株
6751,東証1部,日本無線,---,日本無線,Japan Radio,電気機器,社長　荒　健次,---,---,東京都三鷹市下連雀５−１−１,0422-45-9111,東証1部,1953年2月26日,100株
6752,東証プライム,パナソニック　ホールディングス,1529.5,パナソニック　ホールディングス,Panasonic Holdings Corporation,電気機器,楠見　雄規,3月,"259,445,000千円",大阪府門真市大字門真１００６番地,06-6908-1121,東証プライム,1949年5月16日,100株
6753,東証プライム,シャープ,930.4,シャープ,Sharp Corporation,電気機器,沖津　雅浩,3月,"5,000,000千円",大阪府堺市堺区匠町１番地,072-282-1221,東証プライム,1949年5月16日,100株
6754,東証プライム,アンリツ,1431.0,アンリツ,ANRITSU CORPORATION,電気機器,濱田　宏一,3月,"19,219,000千円",神奈川県厚木市恩名五丁目１番１号,046-296-6507,東証プライム,1961年10月2日,100株
6755,東証プライム,富士通ゼネラル,2753.0,富士通ゼネラル,FUJITSU GENERAL LIMITED,電気機器,増田　幸司,3月,"18,219,000千円",神奈川県川崎市高津区末長三丁目３番１７号,044-861-7627,東証プライム,1955年9月20日,100株
6756,東証1部,日立国際電気,---,日立国際電気,Hitachi Kokusai Electric Inc.,電気機器,代表執行役　佐久間　嘉一郎,---,---,東京都港区西新橋２−１５−１２,03-5510-5931,東証1部,1954年1月8日,100株
6757,東証スタンダード,ＯＳＧコーポレーション,822.0,ＯＳＧコーポレーション,"OSG CORPORATION CO.,LTD.",電気機器,山田　啓輔,1月,"601,000千円",大阪府大阪市北区天満一丁目２６番３号,06-6357-0101,東証スタンダード,2001年8月23日,100株
6758,東証プライム,ソニーグループ,3475.0,ソニーグループ,SONY GROUP CORPORATION,電気機器,吉田　憲一郎,3月,"881,357,000千円",東京都港区港南１丁目７番１号,03-6748-2111,東証プライム,1955年8月8日,100株
6759,東証1部,ＮＥＣ　トーキン,---,ＮＥＣ　トーキン,NEC TOKIN CORPORATION,電気機器,---,---,---,---,---,東証1部,---,1000株
6760,ジ証,カシオマイクロニクス,---,カシオマイクロニクス,"CASIO MICRONICS CO.,LTD.",電気機器,---,---,---,---,---,ジ証,2001年8月7日,100株
6762,東証プライム,ＴＤＫ,1714.0,ＴＤＫ,TDK Corporation,電気機器,齋藤　昇,3月,"32,641,000千円",東京都中央区日本橋二丁目５番１号,03-6778-1068,東証プライム,1961年9月4日,100株
6763,東証プライム,帝国通信工業,2231.0,帝国通信工業,"Teikoku Tsushin Kogyo Co.,Ltd",電気機器,羽生　満寿夫,3月,"3,453,078千円",神奈川県川崎市中原区苅宿４５番１号,044-422-3831,東証プライム,1961年10月2日,100株
6764,東証1部,三洋電機,---,三洋電機,"SANYO ELECTRIC CO.,LTD.",電気機器,佐野　精一郎,---,---,大阪府守口市京阪本通２丁目５番５号,06-6991-1181,東証1部,1954年4月1日,1000株
6765,東証1部,ケンウッド,---,ケンウッド,KENWOOD CORPORATION,電気機器,---,---,---,---,---,東証1部,---,1000株
6766,東証1部,宮越商事,---,宮越商事,MIYAKOSHICORPORATION,電気機器,代表取締役会長　兼社長　宮越邦正,---,---,東京都大田区大森北一丁目23番1号,0354938111,東証1部,1961年10月2日,100株
6767,東証1部,ミツミ電機,---,ミツミ電機,"MITSUMIELECTRICCO.,LTD.",電気機器,社長　森部　茂,---,---,東京都多摩市鶴牧２−１１−２,042-310-5333,東証1部,1961年10月2日,100株
6768,東証プライム,タムラ製作所,610.0,タムラ製作所,TAMURA CORPORATION,電気機器,浅田　昌弘,3月,"11,829,000千円",東京都練馬区東大泉１－１９－４３,03-3978-2111,東証プライム,1961年10月1日,100株
6769,東証スタンダード,ザインエレクトロニクス,941.0,ザインエレクトロニクス,"THine Electronics, Inc.",電気機器,南　洋一郎,12月,"1,175,267千円",東京都千代田区神田美土代町９番地１,03-5217-6660,東証スタンダード,2001年8月1日,100株
6770,東証プライム,アルプスアルパイン,1692.5,アルプスアルパイン,"ALPSALPINE CO., LTD.",電気機器,泉　英男,3月,"38,730,000千円",東京都大田区雪谷大塚町１番７号,050-3613-1581,東証プライム,1961年4月17日,100株
6771,東証スタンダード,池上通信機,652.0,池上通信機,"IKEGAMI TSUSHINKI CO., LTD.",電気機器,清森　洋祐,3月,"7,000,000千円",東京都大田区池上五丁目６番１６号,03-5700-1111,東証スタンダード,1961年10月1日,100株
6772,東証スタンダード,東京コスモス電機,5830.0,東京コスモス電機,"Tokyo Cosmos Electric Co.,Ltd.",電気機器,岩崎　美樹,3月,"1,277,000千円",神奈川県座間市相武台二丁目１２番１号,046-253-2111,東証スタンダード,1961年10月1日,100株
6773,東証1部,パイオニア,---,パイオニア,PIONEER CORPORATION,電気機器,森谷 浩一,---,---,東京都文京区本駒込２丁目２８番８号,03-6634-8777,東証1部,1961年8月10日,100株
6775,東証スタンダード,ＴＢグループ,124.0,ＴＢグループ,TB GROUP INC.,電気機器,村田　三郎,3月,"1,057,959千円",東京都文京区本郷三丁目２６番６号,03-5684-2321,東証スタンダード,1961年10月1日,100株
6776,東証スタンダード,天昇電気工業,254.0,天昇電気工業,"Tensho Electric Industries Co., Ltd.",化学,藤本　健介,3月,"1,208,000千円",東京都世田谷区駒沢一丁目１６番７号,03-6805-2577,東証スタンダード,1961年10月1日,100株
6777,東証スタンダード,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,5820.0,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,santec Holdings Corporation,電気機器,鄭　元鎬,3月,"4,978,566千円",愛知県小牧市大字大草字年上坂５８２３番地,0568-79-3535,東証スタンダード,2001年7月24日,100株
